bedrooms,bathrooms,sqft_lot,floors,condition,yr_built,price
4,2.5,17715,2,3,1997,360000
2,1.75,4887,1,3,1929,459000
3,2,72745,1,4,1995,740000
3,1,9750,1,3,1967,305000
3,1,4000,1,3,1925,395000
4,2.5,6000,2,3,2000,560000
4,1.75,5070,1,4,1963,650000
3,2.5,4912,2,3,2003,449950
3,1.5,5200,1,4,1940,517500
4,1.5,6460,1,3,1970,435000
3,1,6908,1,3,1952,329999
3,1.75,4200,1,5,1960,950000
3,1,6001,1,5,1944,447000
2,2.5,6600,1,3,2010,699800
3,1.75,3850,1,5,1911,850000
3,1.75,14250,1,3,1979,316500
5,3.5,9612,1,4,1981,942500
2,2.25,3938,2,3,1991,1.31E+06
4,2.25,13430,1,4,1964,856600
5,1.5,4000,2.5,4,1918,405600
4,2.5,22594,2,3,1996,565000
3,2.25,1149,2,3,2008,400000
3,2,218252,1,3,1997,330000
4,2.75,4683,2,3,2005,374950
3,2.75,7939,1,5,1983,405300
3,2.25,31400,2,3,1984,560000
4,2.25,9864,1,4,1961,824000
3,1.75,10968,1,5,1984,260000
4,2.5,6099,1,5,1965,760000
3,2.5,12750,2,3,1995,405000
4,2.5,8625,2,3,1987,429900
3,1.5,7223,1,4,1961,341500
5,2,7642,1.5,3,1957,465250
2,2,3000,1.5,3,1912,450000
3,1,10800,1,4,1955,390000
3,2.25,8030,1,4,1963,420000
3,2.5,4838,2,3,2002,269950
4,2,2874,1,3,1910,493000
4,2.5,5880,2,3,1998,370000
5,4.25,9453,1.5,5,1905,2.25E+06
3,1,23680,1,5,1967,305000
3,1.75,8219,1.5,5,1938,400000
3,1.5,1221,2,3,2009,320000
4,1,4800,2,4,1911,715000
6,2.75,10003,1.5,4,1966,650000
5,1.75,8040,1,4,1966,218000
2,1,5400,1,3,1964,500000
4,2,40419,1,4,1984,460000
3,1.5,9887,1,4,1969,232500
3,2.5,5761,2,4,1990,408200
3,1.75,8400,1,4,1980,522000
4,2.5,11120,2,3,1982,675000
4,3.5,11000,1,3,1999,1.36E+06
4,1,7980,1.5,3,1952,249950
2,1,34133,1,3,1950,210000
4,1,7216,1,3,1947,429950
4,2.5,36276,2,3,1993,737500
4,2,9000,1,5,1958,710000
3,2.5,4700,2,3,1999,470000
4,3.5,40097,1,4,1993,1.10E+06
3,2,2720,1.5,3,1913,650000
4,2.5,8684,1,5,1967,1.22E+06
3,2.5,4534,2,3,1987,422120
5,2.5,15085,2,3,2007,625000
4,1,7740,1.5,3,1954,385200
3,2.25,4964,2,3,1989,500000
4,2.25,12243,2,3,1989,308000
3,2.75,9966,1,5,1977,565000
3,2.5,4438,2,3,2004,581000
3,2,8698,1,3,1999,361000
3,1,7210,1,4,1964,345000
2,2.25,1253,2,3,2008,419000
3,2.5,4308,2,3,2004,347000
4,2.25,36085,2,3,1989,625000
4,4.25,15188,2,3,1999,2.40E+06
3,3.25,17852,2.5,3,2014,379000
3,1.5,3323,2,3,1988,310000
2,2,5500,1,4,1941,250000
5,2.75,5000,2,3,2005,682000
3,2,8919,1,3,1992,246500
3,1,57381,1.5,4,1932,325000
4,2.5,4997,2,3,2004,310950
3,2,5000,2,5,1931,1.10E+06
3,1,7200,1,4,1954,287500
3,1,7200,1,4,1954,431000
3,1,5000,1,3,1968,226000
3,1.75,3090,1.5,5,1926,825000
4,1,6030,1.5,3,1947,175000
3,1.5,10350,1,3,1959,465750
4,2.25,24931,2,3,1983,659000
3,1.75,5753,1,3,1941,595000
3,2.25,16290,2,4,1987,350000
4,2.25,8600,1,4,1975,270000
6,2.25,25600,1,3,1957,662500
3,1.75,14000,1,4,1939,249900
3,1.75,11340,1,4,1977,324500
2,1.75,4003,1,3,2004,430000
2,1.75,4003,1,3,2004,419950
4,1.75,7440,1,4,1962,285000
4,2.5,7780,2,3,2002,332000
4,1.75,10725,1,3,1956,282000
3,1,5175,1,3,1987,320000
3,1,30736,1.5,4,1911,428750
3,2.25,35287,2,3,1977,330000
4,3.5,2309,3,3,2008,456500
3,2.25,11050,1,4,1972,352000
4,2,4080,1.5,4,1912,664000
3,1.75,11894,1,3,1987,628000
3,1.75,12555,1,3,1977,512000
3,2,9000,1,4,1969,254000
4,2.5,5790,2,3,1994,535800
3,1,16050,1,4,1960,287653
3,2.5,1304,2,3,2006,438000
4,1.75,23899,1,3,1949,450000
5,2.75,8050,2,3,1998,327000
4,2.5,6120,2,3,2005,370500
3,2.5,6271,2,3,1993,265000
4,2.75,13260,1,4,1979,450000
3,1,213444,1.5,5,1988,425000
3,1.75,8690,1,4,1977,166600
1,0.75,15000,1,3,1963,245000
3,1,5212,1,3,1951,565000
3,1.75,10150,1,3,1976,539900
3,3.5,3200,2,3,2010,910000
4,2.5,7416,2,3,1990,280000
3,2.25,8549,2,4,1989,275000
3,2.5,6590,2,3,2001,467000
3,2.5,4445,2,3,1996,457500
2,1,3090,1,4,1908,381156
5,2.5,8240,1,4,1977,289999
3,1.75,4160,1,3,1919,642450
3,2.25,8701,1,3,1962,469950
3,2,13650,1,5,1975,795000
4,2.5,10514,2,3,1984,785000
3,2.25,12095,2,3,1983,860000
0,0,4764,3.5,3,1990,1.10E+06
3,1,8498,1,3,1959,147500
3,2,11576,1,3,1978,390000
3,1,8100,1,3,1954,229000
3,1,8100,1,3,1932,185000
3,1.5,9570,1,3,1941,414900
4,2,4822,1,2,1914,200000
4,2.25,9350,1,3,1969,225000
3,1.75,4000,2,5,1924,720000
4,2.5,4000,2,5,1908,930000
5,2.5,17204,1,3,1952,1.27E+06
5,3.25,3118,2,4,1928,700000
2,1.5,1058,3,3,2005,466000
3,1.5,10640,1,3,1976,374000
3,2.5,10035,2,4,1994,480000
3,2.5,25341,2,3,1995,740000
4,1,5400,1.5,3,1923,1.01E+06
4,2.5,5000,2,3,2002,395000
2,1,6771,1,3,1954,340000
3,2,1340,2,3,2003,209000
5,2.5,7700,1.5,3,1962,431650
5,2.5,11470,1,4,1971,980000
3,2.5,28243,2,3,1993,660000
4,2.25,9009,2,4,1977,730000
3,1.75,9600,1,4,1988,291500
4,3.5,14486,2,3,1997,905000
4,2.5,50308,1.5,3,1993,800000
4,3.5,13592,1,3,2013,839900
1,1.5,1157,2,3,2007,200000
3,2,6698,1,4,1979,300000
3,1.75,6041,1.5,5,1942,530000
3,2.25,8479,2,3,1995,314950
3,1.75,9315,1,5,1960,255000
5,2.75,5720,1,5,1950,550000
3,1,4800,1,4,1917,435000
3,1.75,8738,1,4,1966,234000
4,2.25,10062,1,3,1975,615000
3,2,8384,1,3,1985,205000
4,1.75,7135,1,4,1955,384000
3,2.5,7208,2,3,1994,324000
3,1.75,5500,1,4,1946,645000
3,3.25,1777,2,3,2007,570000
3,2.5,5322,2,3,1999,324000
2,1,10320,1,3,1943,270000
5,1.5,7700,1.5,5,1962,290000
3,2,9220,1,3,1965,250000
3,1.75,16275,2,3,1990,342000
3,1.5,8450,1,4,1958,255000
3,2.25,11824,1,4,1972,800000
3,1.75,4049,1.5,3,1926,451000
4,2.5,10480,1,3,1967,990000
4,2.5,6687,1,4,1983,288400
3,1.5,4600,2,3,1920,420000
2,2.75,1140,2,3,2009,359000
4,3,262018,1,3,1988,390000
3,2.5,2614,2,3,2005,300000
5,2.5,7863,1,3,1981,545000
3,1,18616,1,4,1972,288349
3,2.25,35026,1,3,1985,299900
4,2,5000,1.5,5,1925,891000
3,2,22410,1,4,1947,1.20E+06
4,2.5,4650,2,3,2004,378000
2,1,7200,1,4,1951,299995
3,2.5,6564,1,3,1994,253000
3,2.25,47916,1,3,1979,350000
4,3,4300,1.5,3,1900,565000
2,1,5665,1,4,1908,315000
4,3,6766,1.5,5,1915,570000
5,3.5,10140,2,3,2005,971000
5,2.5,5589,1.5,5,1910,915000
4,1.5,23568,1,4,1950,419000
4,1.75,7480,1,3,1977,260000
3,3,12968,2,3,1990,1.32E+06
3,1,10720,1,3,1977,369950
3,2.5,13384,2,3,1994,1.03E+06
5,1,6750,1.5,3,1929,435000
3,1.75,6743,1,3,1958,601000
3,1,10650,1,3,1963,460500
3,2.5,1159,3,3,2000,720000
4,2.5,13202,2,3,1996,851000
4,3,5000,2,3,1916,550000
4,1,4560,1.5,3,1920,700000
3,1.75,14850,1,4,1963,323000
3,1,8581,1,5,1944,345500
4,1.5,7920,1,3,1959,378000
4,2,5000,3,5,1917,650000
3,2,7380,1,3,1982,385000
2,1,2970,1,3,1910,425000
4,2,6174,1.5,5,1920,210000
4,2.5,43101,2,3,1993,630000
3,1.75,7500,1,3,1953,335000
3,1,9000,1,3,1966,196500
4,2.75,7636,1,3,1986,582800
3,1.75,7207,1,3,1983,440000
4,2.25,8616,2,4,1974,752500
3,1.75,5000,2,4,1909,532500
3,1,9000,1,4,1950,265000
3,1.25,13737,1,4,1961,397500
3,2.5,3469,2,3,1999,524250
4,2.75,10819,2,3,1996,765000
4,2.5,5450,2,3,2001,648000
5,2.5,24759,1,4,1969,469500
3,1.75,7854,1,4,1975,237500
3,1,8712,1,4,1956,216000
3,1,8400,1,4,1963,427200
3,2.25,7800,1,4,1977,280000
5,3,9804,1,4,1968,718000
2,2.75,4139,2,3,2010,420000
2,1,5400,1,3,1952,379000
2,1,7683,1,3,1942,326100
3,2.5,1016,3,3,2003,535000
4,2.75,8560,1,3,1992,283000
3,1,7469,1.5,3,1940,260000
4,1,6388,1.5,4,1951,399000
3,2.25,5004,2,3,1987,484950
4,1.75,9828,1,4,1960,640000
4,2.5,8158,1,4,1952,585000
4,2,11583,1,3,1955,645000
3,2,7651,1,3,1988,253000
2,1,6460,1,3,1953,178500
4,2.5,6325,2,4,1991,291000
2,2.75,20917,1.5,3,1920,199950
2,1,2340,1,3,1922,553500
2,1,4188,1,3,1981,189950
3,2,9550,1,3,1988,289000
4,2,4590,2,3,1908,700000
3,2,8853,1,3,1967,270000
4,1.75,8320,1,3,1977,258000
3,2.5,7214,2,3,2005,530000
3,2.25,3677,2,3,2012,245000
3,2,5000,1.5,4,1917,563000
3,2.5,4203,2,3,2001,515000
4,2.5,7091,2,3,1987,325000
3,2.25,217800,2,3,1996,540000
2,1,5000,1,4,1949,280300
4,1.75,5500,1.5,5,1926,460000
3,1.75,8970,1,4,1981,475000
4,2.25,44431,1,4,1957,900000
4,3,7260,1,4,1964,538200
2,1,3600,1,3,1922,429000
3,1,5411,1,3,1980,164808
4,2.25,7700,2,3,1977,520000
3,1.75,8432,1,3,1977,475000
4,1.5,47045,1,5,1942,283000
4,2.5,6228,2,3,2000,321500
4,2.75,21810,2,4,1993,840000
3,2.25,6000,2,4,1992,287000
3,1.75,8106,1,3,1962,375000
3,1.75,7128,1,4,1969,349500
3,1.5,7749,1,5,1960,446450
4,2.5,9643,2,4,1992,315000
2,1,5340,1.5,2,1906,271310
4,1,8400,1.5,4,1953,315000
3,1.75,6930,1,4,1990,245000
2,1,5484,1,3,1947,543115
4,2,8190,1.5,3,1945,900000
4,4.25,6552,2,4,2008,2.45E+06
2,2,6045,1,3,2003,554000
3,1.75,12522,1,5,1950,249900
3,2.5,54160,2,4,1981,768000
4,3,5854,1,3,1967,980000
5,2.5,9600,1,3,1962,395000
3,1.75,2200,2,3,1995,415000
4,2.5,6921,2,3,2003,380000
3,2.5,5259,2,3,1999,566000
2,1,8961,1,4,1949,218500
4,2.5,10500,1,4,1976,550000
3,1.75,3000,1,3,1920,512031
2,1,8860,1,3,1950,197500
3,2.25,8784,1,3,1977,470000
3,1.75,242629,1,3,1981,590000
4,2.25,8862,1,4,1977,465000
2,1.75,114562,1,4,1968,499000
3,2.25,11500,1,3,1972,515000
3,1.75,5000,1,3,1936,716500
3,2,4250,1,3,1944,410000
4,3.25,6500,2,3,1994,850000
4,3.25,35021,2,3,1983,1.05E+06
4,2.5,13435,2,3,1992,648000
4,2.25,5350,1.5,4,1929,620000
4,4.5,84267,2,3,2008,935000
3,1,10320,1,4,1963,379000
3,1.75,5375,1,3,1952,699000
4,2.25,8005,1,3,1960,528000
3,1.75,9452,1,4,1974,425000
2,1.75,8645,1,4,1963,249500
5,3.25,6642,2,3,2014,1.04E+06
4,2.75,11900,1,4,1961,790000
3,1,18050,1,3,1969,399950
3,1.5,9000,1,3,1953,275000
3,1,2500,1.5,3,1912,550000
1,1,6890,1,4,1926,140000
3,1,6250,1,3,1954,250000
3,2.25,8909,2,3,1988,318000
2,1,57000,1,3,1962,505000
5,2.5,9248,1,3,1966,470500
3,1,9206,1.5,3,1954,360000
4,2.75,8500,1,4,1962,1.24E+06
3,2.5,16080,1,4,1964,986000
2,1,4228,1,3,1906,515000
3,1.75,41900,1,4,1939,320000
4,3,7426,1,5,1951,310000
2,1,5000,1,4,1942,356700
4,1.75,5595,1,3,1956,775000
3,1,7541,1,3,1951,325000
4,2.75,8677,1.5,3,1962,208000
2,1,12775,1,4,1908,825000
3,2.5,11254,1,3,1990,515000
3,1.5,3400,1.5,4,1929,490000
4,3,28300,1,3,1954,675000
4,2.5,4080,1,5,1962,360000
4,2.5,4080,1,5,1962,550000
3,1.5,9000,1,3,1962,225000
3,2.75,9360,1.5,4,1967,500000
4,2,11700,1,4,1969,385000
5,2.75,12611,2,3,1994,837700
3,2.25,3056,2,3,2003,448000
5,1.75,21357,1,4,1952,730000
4,1.5,7140,1,3,1954,575000
3,1.75,7300,1,4,1976,430000
3,2.5,3987,2,3,2002,435000
3,1,9611,1,4,1973,241000
2,1.75,1760,1,4,1924,453500
2,1.5,1380,3,3,2001,285000
2,1,4222,1,4,1942,151000
5,4.5,14731,2,3,2004,1.57E+06
5,2,2400,2,3,1905,631000
2,2.5,1073,2,3,2011,285000
3,1,8378,1,4,1959,195000
4,2.5,35679,2,4,1987,817500
3,2,12825,1,4,1960,550000
4,2.5,8281,2,4,1995,1.13E+06
2,2.75,1369,3,3,2002,609850
3,1,4380,1,3,1947,200000
4,2.5,6219,2,3,2006,367000
3,2.25,8375,2,3,1988,285167
2,1.5,32175,1,4,1947,275000
4,2.5,12843,2,3,1992,350900
4,3.25,9273,2,5,1988,660000
3,1.75,8835,1,4,1957,525000
4,2.5,7800,2,3,1997,262000
2,1,4560,1,4,1907,690000
5,3.75,14648,2,3,2005,624000
3,1,7740,1,4,1947,353000
4,3.5,10400,2,3,2002,552500
4,1,8355,1.5,4,1983,224500
3,1,8571,1,3,1950,239000
5,4.5,12250,2,3,2004,975000
4,1.75,13470,2,3,2006,1.20E+06
3,1,4000,1.5,3,1910,505000
4,1.75,7865,1,4,1963,302000
3,1,5670,1,3,1944,170000
2,1,27007,1,4,1910,195000
5,1.5,6300,1,4,1959,272000
5,1.5,6300,1,4,1959,369000
3,1.5,6332,1,3,1953,332500
3,2.5,8250,1,4,1963,515000
3,1,4250,1,3,1967,269000
4,4,17832,1,4,1994,1.28E+06
3,2.5,4100,2,3,1985,303000
7,3,8624,1,3,1977,420000
3,1,4100,1,3,1941,400000
3,1,8437,1,5,1987,225000
2,2,2550,2,3,2004,219000
3,2.5,9487,2,3,1989,605000
4,2,6867,1,5,1942,625000
5,2,3240,1,3,1906,380000
4,2,7700,1.5,4,1962,620000
4,2.75,10970,2,3,1994,687500
4,2,7950,1,5,1962,225500
3,2,6000,1,5,1956,252500
3,2.5,3658,2,3,1994,510000
4,2.5,5203,2,3,2003,510000
3,2.5,4000,1.5,5,1906,725000
1,0,43377,1,3,1966,75000
2,1,2970,1,3,1927,492000
4,2.5,14196,1,4,1977,425000
4,2.75,7898,1,4,1963,1.96E+06
3,2.5,6162,2,3,1994,298900
4,2.5,40319,2,4,1987,699000
2,1,3000,1,4,1918,310000
3,1.75,8580,1,3,1961,350000
4,1.75,10061,1,3,1961,790000
4,2.5,5000,2,3,2003,305000
3,2.5,2865,2,3,2003,315000
5,3.5,6600,2,5,1977,267500
4,3.25,7749,2,3,1950,1.75E+06
6,3.5,8620,2,3,1987,435000
6,4.5,7500,1.5,4,1966,482500
5,5.25,45517,2,3,1999,5.11E+06
3,1.75,8400,1,4,1959,439995
3,3,7500,1,3,1967,460000
3,1,6440,1,4,1971,194000
2,0.75,8313,1,4,1943,290000
4,2,9600,1,5,1963,274700
4,2.5,3672,2,5,1910,900000
4,4,103382,2,3,2001,1.15E+06
3,2.5,3667,2,3,2008,605000
3,2.5,3850,2,3,2004,359000
3,1.75,9900,1,3,1951,850000
3,2,2500,2,3,2002,505000
3,2.5,7394,2,3,1990,565000
2,1.75,7110,1,4,1955,585000
4,3.25,7500,2,3,1990,328000
4,2.75,18700,1,3,1957,749950
4,2.5,7140,2,3,2006,826000
3,1,40259,1,4,1977,535000
4,2.5,101930,2,4,1991,925000
3,3.5,6000,2,3,2001,875000
4,2.25,9200,1,5,1976,902000
3,1,13900,1,3,1951,423000
3,1,11100,1,4,1968,235000
2,2,14057,1,4,1980,545000
2,1,7560,1,3,1961,343000
3,2.5,2930,2,3,2002,334950
3,1.75,5355,1,3,1956,405000
4,1,8250,1,3,1959,220000
2,1,8100,1,3,1947,173000
3,1,3600,1.5,3,1906,655000
2,1,3000,1,3,1924,406000
6,2.5,8320,1,3,1961,632000
5,2.75,4000,1,3,1990,357000
3,1.75,17585,1,3,1964,361000
2,1,8149,1,3,1948,277000
4,3.75,40202,1,4,1980,630000
3,2.5,4597,2,3,2003,254000
3,2.25,8400,1,3,1961,472800
3,1.75,3800,1,3,1913,263000
3,1.75,3800,1,3,1913,510000
3,1,10125,1,4,1952,179950
4,2.25,7307,1,3,1973,525000
3,2.5,889,3,3,2008,479000
3,2,6440,1,5,1940,651000
4,1.75,7834,1,4,1958,949000
5,2.5,27951,1.5,3,1942,392400
4,1.75,5356,1,4,1950,585000
4,2.5,7504,2,3,2004,460000
3,1,4400,1,3,1951,470000
3,2.5,4271,2,3,2003,245000
4,2,27631,2,4,1978,500000
3,2.5,8653,2,3,1989,455000
4,2.5,3974,2,3,1999,485500
5,3.25,7920,2,3,1921,1.88E+06
2,1,17334,1,3,1978,100000
3,1.75,16105,1,3,1982,307000
4,3.5,14401,2,3,1994,475000
4,2.5,7210,1,3,1972,330000
3,1,7520,1,4,1960,130000
3,2.5,7417,2,3,1998,320000
4,2.5,6180,2,3,2013,735000
4,2.5,9600,1,3,1972,365000
3,1.5,11935,1,4,1968,234000
4,2,8288,1.5,3,1970,211000
6,3.5,6320,2,3,1969,680000
4,3,7845,2,3,2002,457000
3,2.25,7261,2,3,1989,349000
3,2.75,6840,1,3,1979,360000
4,2.5,10155,2,3,1998,350000
3,1,7420,1,5,1960,208000
2,1,11234,1,4,1942,250275
2,1,11234,1,4,1942,435000
3,1.75,7763,1,3,1984,270000
3,1.75,12940,1,4,1961,438000
4,2,23625,2,3,1938,659000
4,2.75,6350,1,4,1974,645000
4,2.5,5423,2,3,1999,685100
7,3,9569,1,3,1963,350000
2,1,81892,1,3,1955,375000
3,1.5,81549,1,2,1966,170000
4,2.5,3841,3,3,2005,880000
4,2.5,5000,2,3,2008,410500
4,2.5,13609,2,3,1996,780000
5,4.5,4426,2.5,3,2001,1.23E+06
2,1.75,6852,1,3,2005,449000
3,1.75,5000,1,4,1921,546000
3,2,11410,1,5,1977,317000
3,1,7566,1,4,1958,276900
5,2,7030,1,3,1965,399000
5,2.75,10165,1,4,1976,495000
3,1.75,9000,1,4,1978,258000
2,2.5,102366,1,4,1912,600000
3,2.75,881,3,3,1999,265000
5,2.75,7000,1,4,1978,321000
5,2.25,4000,1.5,4,1910,682000
4,2.5,5805,2,3,2000,295700
4,2.5,37981,2,3,1985,609000
3,4.5,47044,2,3,1968,995000
3,2.25,11817,2,4,1986,530000
5,2.5,5150,2,5,1907,614000
3,2.5,21780,1,3,1986,390000
3,2.5,6642,2,3,2004,467000
6,2.5,13501,1,3,1980,484000
3,2.5,1115,3,3,2003,340000
3,2.5,7201,2,3,1994,302495
3,1.75,3360,1,5,1927,532500
3,2.5,9592,2,3,1993,441500
4,2.5,8062,1,4,1967,470000
4,3.25,8570,2,3,2004,2.30E+06
3,2.5,99752,1,3,1996,590000
3,1.75,12000,1,3,1942,320000
2,2,1201,2,3,2009,363000
4,2.25,18600,2,4,1977,747500
2,2.5,7957,2,3,2003,750000
4,3,4000,2,4,1982,831000
3,2.5,4125,2,3,2004,403000
3,2.5,4565,2,3,2005,445000
3,1,17380,1,4,1970,345000
3,3.5,14872,1,3,2003,2.26E+06
3,2,8925,1,3,1977,371025
2,1,6250,1,3,1916,355000
3,1,14110,1,4,1972,270000
4,2.75,15349,2,4,1957,425000
3,1.75,7875,1,3,1967,364808
3,2.25,6561,1,3,1981,320000
4,2.5,5797,2,3,2006,325000
3,2.25,10290,2,3,1984,350000
3,1.5,10176,1,3,1947,170000
2,1,28717,1,4,1984,255000
3,1,7500,1,3,1947,550000
4,4.25,25714,2,3,2005,835000
3,1,5120,1,4,1946,420000
4,2.5,7350,2.5,5,1958,925000
2,1.5,4080,1,3,1956,389250
3,2.5,10183,1,3,2004,748000
3,1.75,9600,1,3,1988,284000
4,2,5000,1,3,1950,588000
3,1.75,8648,1,4,1963,372500
4,3,7194,2,4,1988,285000
3,1,9467,1,3,1954,360000
3,1,17859,1,4,1930,275000
2,2,4225,1,3,2003,428000
6,2.5,17864,2,3,1969,847000
3,1,7838,1,4,1977,316000
3,2.5,7205,2,3,2000,375000
3,1,4080,1,3,1967,533000
5,2.5,16905,2,3,1991,556000
4,2,14120,1,3,1966,225000
4,2.5,9530,1,4,1978,537250
3,1,13650,1,4,1967,255000
4,2.5,4836,2,3,2006,530000
6,6,24829,2,4,1991,5.30E+06
3,2.75,31238,2,3,1996,595000
4,2,8880,1,4,1958,548000
3,1.75,8073,1,3,1980,234975
3,1.75,1325,2.5,3,2005,600000
4,1,12528,1,4,1967,432000
3,1.5,6657,2,3,1986,455000
3,1.75,11234,1,3,1965,279950
3,1.5,9072,1,4,1963,267500
4,2.5,220308,2,3,2000,620000
2,1,7590,1,2,1943,110000
3,3.5,1846,2,4,2009,625000
2,1,7000,1,3,1952,389000
4,2,3360,2,3,1905,1.20E+06
4,2.25,133729,2,4,1977,788500
5,2.25,6936,1,3,1974,567000
2,2.25,15000,1,3,1987,515000
4,2.5,11870,1,5,1968,605000
4,3.75,4800,2,3,1936,430000
2,1.75,6000,1,3,1920,805000
3,2.5,4556,2,3,1999,567500
3,1.75,3870,1,5,1916,647500
2,1.75,2530,2.5,4,1903,495000
4,2.5,5000,2,3,2006,825000
4,2.25,7506,2,4,1987,435000
3,1.75,7800,1,5,1968,445950
5,2.75,10257,2,3,1993,960000
4,3,3600,1.5,5,1929,780000
3,2.25,9000,1,4,1969,274500
5,3,5167,1.5,4,1909,729953
3,1.5,890,2,3,2008,464950
4,1.75,18800,1,3,1959,620000
4,3.5,5600,2,3,2005,735000
4,2.25,9565,1,3,1959,450000
4,1,4676,1.5,3,1916,450000
4,2.5,5298,2.5,4,1902,842500
3,2,79714,1,3,1979,360000
3,2.5,100545,2,3,1998,585000
3,2.25,7923,1,4,1977,461000
2,1,4494,1,3,1949,345000
3,2.5,10302,1,3,1970,1.08E+06
4,2.5,8391,2,3,1988,643000
4,2.5,8307,2,3,1990,690000
4,1,11111,1.5,3,1949,282000
3,1.75,6130,1,4,1951,549000
3,2,6000,2,4,1926,815000
5,4.25,22703,2,5,1952,2.20E+06
3,2.25,11424,2,4,1984,700000
3,2.5,10360,2,3,1992,933399
3,1,11250,1,3,1967,290000
4,1.75,9300,1,5,1979,372000
2,1.75,2890,1,4,1920,450000
3,2.5,5700,2,3,2010,303700
4,2.5,10049,2,4,1989,672000
4,1.5,9360,1.5,3,1970,334000
2,1,5650,1,3,1944,260000
3,1.75,5700,1,4,1941,749950
4,2.25,122038,2,4,1984,330000
5,3,2808,2,3,1960,830000
3,2.25,13791,1,3,2006,1.13E+06
3,1,7552,1,4,1948,320000
2,1,15250,1.5,5,1920,260000
3,2,11475,1,5,1945,225000
1,1,6350,1,3,1939,279200
4,3.5,10000,2,3,1942,520000
3,2.5,8060,2,4,1987,505000
3,1.75,8366,1,4,1975,234000
4,2.5,5044,2,3,2005,503000
4,2.25,8858,1,4,1979,606000
3,1,6000,1,4,1937,433500
3,1.5,10182,1,3,1951,250000
3,2.5,9307,2,4,1984,719000
3,2,14400,1,4,1959,381000
3,2.5,4400,2,3,2007,267000
1,0.75,14149,1,5,1962,275000
4,2.5,7140,2,3,1993,651000
2,1,5671,1,3,1949,439000
2,1,5070,1,4,1955,325000
2,1,6380,1,3,1938,490000
4,2.5,6172,2,3,1999,519900
4,2.75,35040,2,3,1984,545000
4,4,20041,2,3,2003,1.06E+06
4,1.75,8250,1,4,1955,542000
4,1.75,21650,2,4,1961,465000
2,2,3900,1,3,2006,408000
4,2.5,5950,2,3,2000,292000
3,1.75,10122,1,3,1994,253000
2,1,4662,1,5,1942,280000
3,2.25,41346,2,3,1986,658588
4,2.25,8910,1,4,1969,635000
4,2.25,8300,2,3,1978,439000
3,2.5,3855,2,3,1999,300000
3,1.5,13496,1,4,1960,345000
4,2.25,8050,2,3,1978,283500
2,1,4920,1.5,3,1911,425000
3,1.75,8955,1,3,1974,685000
3,2.5,12987,2,3,1983,750000
4,1.5,8000,1,3,1960,245000
6,3.75,6924,1,3,1962,585444
4,2.5,7571,2,3,2009,706000
4,2,9099,1.5,3,1944,445000
3,2,6000,1,3,1990,241000
2,2.5,7155,2,3,1957,1.18E+06
3,1,5750,1.5,4,1927,530000
3,1.5,12199,1,3,1948,350000
4,3.75,17186,2,3,1999,1.70E+06
3,1,9630,1,3,1968,389000
4,2.75,6820,2,4,1945,799000
4,2.5,9630,1,4,1951,1.40E+06
2,1,8612,1,5,1947,340895
4,2.5,10281,2,3,1996,780000
2,1.5,73600,1,3,1993,350000
3,2.5,4874,2,3,1999,470000
4,3,80837,2,3,1985,914600
4,2.5,4762,2,3,2005,354000
5,2,6000,1.5,4,1920,470000
3,2,5400,1,5,1927,715000
2,1,4000,1,4,1950,265000
4,3,20000,2,5,1936,2.54E+06
3,1,4944,1,3,1950,640000
4,1.75,18900,2,4,1929,290000
5,4.75,35000,1,3,1976,480000
3,2,5600,1,5,1954,535000
3,1.75,12220,1,5,1965,907000
3,1.75,7330,1,4,1974,459000
3,2.5,21399,1,3,1950,1.36E+06
3,1.5,11599,1,3,1967,264950
3,1,3000,1.5,1,1900,352950
3,2.25,13100,1,4,1974,491500
4,3.5,37034,2,3,1989,1.23E+06
3,1,9194,1,4,1952,369500
3,2.5,6294,2,3,2004,566000
3,2.25,7308,1,4,1968,290000
5,5,23985,2,3,2009,5.35E+06
3,1,5330,1,3,1969,180000
2,1,6000,1,4,1944,215000
2,1,6000,1,4,1944,302000
3,1.75,7881,1,3,1986,352500
4,2,5926,1,4,1942,235867
3,2.25,11946,2,3,1978,500000
3,2.25,4500,2,3,1995,382000
5,2.5,2402,1.5,3,1930,515000
1,1,2600,1,3,1919,250000
3,2.25,5300,1.5,4,1939,672500
3,2.25,13031,2,3,1989,755000
3,1,2555,2,3,1910,707500
4,2,3840,1,4,1924,459000
3,1,10620,1.5,3,1959,140000
2,1,4284,1,3,1905,495000
3,3.25,5283,2,3,2007,757000
3,3.25,5283,2,3,2007,765000
4,1.5,6052,1,4,1955,359000
3,1,7500,1,3,1900,440000
4,1.5,7200,1,3,1965,400000
3,2,4080,1,4,1941,652000
3,1.75,5850,1,3,1980,260000
5,3,10796,1,3,1964,1.33E+06
4,2,17859,1,3,1964,519500
3,1,5992,1.5,4,1928,650000
4,2.25,8075,2,3,1978,280000
4,1.75,7980,1,4,1965,515000
3,2.25,2692,2,3,1986,400000
3,2.5,5017,2,3,2003,652100
6,3,7956,2,3,1980,235000
4,1.5,10080,2,3,1907,701000
4,2.5,9594,2,3,1997,640000
3,2.5,4584,2,3,2002,455800
3,2.5,21937,2,3,1993,504750
3,3,15540,2,3,1992,483000
3,0.75,20412,1,5,1950,530000
